Rating,Jersey Number,Team,Position,Height,Weight,Salary,Country,Draft Year,Draft Round,Draft Pick,Age
71,25,Toronto Raptors,F-C,206,90.7,1588231,Canada,2017,2,60,28
71,4,Phoenix Suns,G,185,90.7,1416852,USA,2018,2,32,26
71,0,,F-C,208,108.9,250000,USA,2016,2,31,25
71,0,Minnesota Timberwolves,G,193,95.3,1925880,USA,2018,1,28,24
71,23,Oklahoma City Thunder,G,198,83.5,2475840,USA,2017,1,21,23
71,12,Chicago Bulls,F,208,106.1,898310,USA,2019,2,38,23
71,12,Atlanta Hawks,G,196,99.3,1645357,USA,2015,2,60,28
71,15,New Orleans Pelicans,G,191,93,1618520,USA,2017,2,31,23
71,2,Chicago Bulls,C,218,108.9,2250000,USA,2017,2,60,26
71,15,Milwaukee Bucks,G,180,86.2,79568,USA,2017,2,34,27
71,16,Houston Rockets,G,191,85.7,2028594,USA,2013,1,7,28
71,13,Brooklyn Nets,F,206,88.5,1911600,Bosnia and Herzegovina,2018,1,29,22
71,2,Phoenix Suns,G,191,86.2,1416852,France,2018,2,31,24
71,1,Washington Wizards,G,193,86.2,3567720,USA,2018,1,13,24
71,14,Indiana Pacers,F,201,101.2,1737145,USA,2014,2,60,28
71,5,Indiana Pacers,G,193,84.4,2000000,USA,2017,2,52,26
71,2,Portland Trail Blazers,G,196,94.8,1416852,USA,2018,2,37,22
71,21,Washington Wizards,F,211,108.9,2063520,Germany,2018,1,25,24
71,1,Washington Wizards,F,196,109.3,1000000,USA,2019,2,42,24
71,24,Atlanta Hawks,F,206,111.1,1400000,Angola,2019,2,34,23
71,6,Golden State Warriors,F,208,97.5,898310,Serbia,2019,2,39,21
71,7,Golden State Warriors,F,198,115.7,898310,USA,2019,2,41,25
71,4,Boston Celtics,G,180,90.7,1228026,USA,2019,2,33,23
71,4,Miami Heat,F,203,97.5,898310,USA,2019,2,32,22
71,18,Philadelphia 76ers,C,196,93,1445697,USA,2018,2,54,25
71,7,San Antonio Spurs,F,206,102.1,1416852,Nigeria,2018,2,49,24
70,0,Denver Nuggets,F,203,106.6,1416852,USA,2018,2,48,25
70,7,Oklahoma City Thunder,F,203,90.7,2284800,USA,2019,1,23,21
70,13,Utah Jazz,F-C,208,112.5,1962360,USA,2017,1,28,23
70,6,Oklahoma City Thunder,G,196,89.8,1416852,USA,2018,2,45,23
70,35,Orlando Magic,F,196,91.2,1416852,USA,2018,2,35,25
70,44,Miami Heat,F,198,102.5,13290395,USA,2013,1,23,30
70,24,Indiana Pacers,F,201,91.2,1416852,USA,2018,2,50,25
70,0,Atlanta Hawks,C-F,208,98,2338846,Haiti,2016,1,28,25
70,0,,F-C,206,99.8,50000,USA,2017,1,24,25
70,19,Detroit Pistons,G,201,93,1416852,Ukraine,2018,2,47,24
70,15,Los Angeles Clippers,F,203,104.3,79568,USA,2017,2,60,26
70,11,Oklahoma City Thunder,F,196,102.1,1618520,Egypt,2016,2,58,28
70,0,,F-C,211,115.7,12500000,USA,2012,1,26,33
70,50,Portland Trail Blazers,C,206,112.9,2033160,USA,2017,1,26,24
70,0,Minnesota Timberwolves,F,206,97.1,1416852,USA,2018,2,41,22
70,0,,F,196,91.2,195077,USA,2018,2,60,26
70,3,Golden State Warriors,G,193,88,1964760,USA,2019,1,28,22
70,5,Los Angeles Lakers,G,193,106.1,898310,USA,2019,2,46,21
70,0,,F-C,203,108.9,100000,USA,2018,2,60,25
70,43,Milwaukee Bucks,F,198,97.5,1445697,Greece,2014,2,51,29
70,11,Minnesota Timberwolves,C,206,112.9,898310,USA,2019,2,60,22
70,17,New York Knicks,F,198,98,898310,Canada,2019,2,47,22
70,30,Oklahoma City Thunder,G,193,108.9,1416852,USA,2014,2,60,30
70,10,Sacramento Kings,G,201,86.2,898310,USA,2019,2,40,24
69,0,,F-C,208,109.8,79568,USA,2016,1,18,24
69,0,Charlotte Hornets,G,185,83.9,1416852,USA,2018,2,34,26
69,0,,F-C,206,101.6,1529007,USA,2017,2,60,28
69,13,Detroit Pistons,G,191,95.3,1416852,USA,2018,2,38,25
69,0,New York Knicks,G,196,99.8,1445697,USA,2018,2,60,26
69,0,Orlando Magic,F,198,102.1,1427191,USA,2018,2,60,27
69,14,Los Angeles Clippers,G,196,97.5,1000000,USA,2019,2,48,25
69,13,Milwaukee Bucks,G,201,102.1,79568,USA,2018,2,60,26
69,0,,G-F,196,90.7,502491,USA,2016,2,60,27
69,24,Utah Jazz,F,196,95.3,898310,USA,2019,2,58,24
69,13,Toronto Raptors,F,201,93,1588231,USA,2015,2,60,28
68,17,Washington Wizards,G,203,90.7,1416852,Germany,2018,2,39,22
68,0,,F-C,213,113.4,1416852,Germany,2017,2,43,23
68,0,Detroit Pistons,G,196,81.2,1254933,USA,2014,2,58,30
68,0,Atlanta Hawks,G,183,81.6,522738,USA,2018,2,60,26
68,21,Houston Rockets,G,191,90.7,79568,USA,2015,2,60,27
68,37,Los Angeles Lakers,F,208,90.7,79568,Greece,2018,2,60,24
68,0,Phoenix Suns,G,191,86.2,898310,USA,2019,2,60,21
67,55,Miami Heat,F,201,97.5,1416852,USA,2018,2,60,27
